Number|Description|Qty|Estimate Amount|Taxes|Replacement Cost Total|Age / Cond. / Life|Less Depreciation|Actual Cash Value|Paid|Estimated Remaining|Page Number
168|Lars Amadeus, Winter Notch Lapel Double Breasted|1.00 EA|$98.69|$4.32|$103.01|5y/Avg./8y|-$64.38|$38.63|$0.00|$64.38|10
169|Ascend, Meramec River Jacket with BONE-DRY for Men|1.00 EA|$90.00|$3.94|$93.94|0.5y/ Avg. /8y|-$5.88|$88.06|$0.00|$5.88|10
170|Columbia, Ascender Softshell- Men's Front Zip Jacket|1.00 EA|$90.00|$3.94|$93.94|1.5 y/ Avg. /8 y|-$17.62|$76.32|$0.00|$17.62|10
171|Pavers, Leather Wedge Clogs|1.00 EA|$88.00|$3.85|$91.85|0.25y/ Avg. /3 y|-$7.65|$84.20|$0.00|$7.65|10
172|Skechers, Skechers Summits Colsin|1.00 EA|$79.00|$3.46|$82.46|0.25y/ Avg. /3 y|-$6.87|$75.59|$0.00|$6.87|10
173|Ritmo Barcelona, Tan Mule Woven|1.00 EA|$58.00|$2.54|$60.54|0.25y/ Avg. /3 y|-$5.04|$55.50|$0.00|$5.04|10
174|Skechers, Skechers Women's GOwalk|3.00 EA|$174.00|$7.61|$181.61|0.25y/ Avg. /3 y|-$15.13|$166.48|$0.00|$15.13|10
175|Aereopostal, Lightweight Quilted Puffer Vest|2.00 EA|$109.90|$4.81|$114.71|1.75 y/ Avg. /8 y|-$25.09|$89.62|$0.00|$25.09|10
176|Medline, Walking Cane|1.00 EA|$51.49|$0.00|$51.49|3 y/ Avg. /10 y|-$15.45|$36.04|$0.00|$15.45|10
177|177.32 Degrees Heat, Full Zip Plush Jacket for Women|1.00 EA|$49.99|$2.19|$52.18|1.75 y/ Avg. /8 y|-$11.42|$40.76|$0.00|$11.42|10
178|Tommy Hilfiger Lightweight and weatherproof windbreaker for women|1.00 EA|$47.69|$2.09|$49.78|2.25y/Avg./8y|-$14.00|$35.78|$0.00|$14.00|10
179|Ebricon, White Summer Sandals Beige|1.00 EA|$42.99|$1.88|$44.87|0.17y/Avg./3y|-$2.55|$42.32|$0.00|$2.55|10
180|32 Degrees Heat, Women's ultra- light jacket|1.00 EA|$39.99|$1.75|$41.74|1.75 y/ Avg. /8 y|-$9.13|$32.61|$0.00|$9.13|10
181|Sioni, Cardigan black sweater|1.00 EA|$35.00|$1.53|$36.53|1y/Avg./8y|-$4.57|$31.96|$0.00|$4.57|10
182|SongMics, Shoe Rack|1.00 EA|$34.99|$2.93|$37.92|3 y/ Avg. /10 y|-$11.38|$26.54|$0.00|$11.38|11
183|Soul Rain, 48in Stick Umbrella|1.00 EA|$29.99|$2.51|$32.50|1y/Avg./20y|-$1.63|$30.87|$0.00|$1.63|11
184|Sun Cube, Waterproof Outdoor Blanket|2.00 EA|$55.98|$4.69|$60.67|3 y/ Avg. /10 y|-$18.20|$42.47|$0.00|$18.20|11
185|Boulder Creek, Vinyl Rain Poncho|2.00 EA|$50.20|$2.20|$52.40|5y/Avg./8y|-$32.76|$19.64|$0.00|$32.76|11
186|WYSBAOSHU, Slippers for women|1.00 EA|$19.98|$0.87|$20.85|2.5y/ Avg. /3 y|-$16.68|$4.17|$0.00|$16.68|11
187|187.32 Degrees Heat, Cloud Slide Sandals|1.00 EA|$14.99|$0.66|$15.65|1.25 y/ Avg. /3 y|-$6.53|$9.12|$0.00|$6.53|11
188|Cammie, Women's Floral Beaded Mesh Chinese Slippers|1.00 EA|$13.95|$0.61|$14.56|1y/Avg./3y|-$4.85|$9.71|$0.00|$4.85|11
189|Mr Pen, Plastic Hangers (10 packs)|2.00 EA|$27.70|$2.32|$30.02|1 y/ Avg. /10 y|-$3.00|$27.02|$0.00|$3.00|11
190|Calvin Klein, Women Ankle Socks|1.00 EA|$9.99|$0.44|$10.43|1y/Avg./3y|-$3.48|$6.95|$0.00|$3.48|11
191|Tommy Hilfiger, Women Peacoat|1.00 EA|$229.00|$19.18|$248.18|4y/Avg./8y|-$124.09|$124.09|$0.00|$124.09|13
192|Davek, Duet Classic Black|1.00 EA|$159.00|$13.32|$172.32|3 y/ Avg. /20 y|-$25.85|$146.47|$0.00|$25.85|13
193|Hide & Seek, Leather Jacket: Aviator Black|1.00 EA|$129.00|$10.80|$139.80|2.5y/ Avg. /8 y|-$43.68|$96.12|$0.00|$43.68|13
194|Davek, Solo Classic Black|1.00 EA|$115.00|$9.63|$124.63|3 y/ Avg. /20 y|-$18.69|$105.94|$0.00|$18.69|13
195|33,00Ft, Wind Breaker Snow Coat|1.00 EA|$99.99|$4.37|$104.36|3.5y/ Avg. /8y|-$45.66|$58.70|$0.00|$45.66|13
196|Gap, Jean Jacket: Gap Size L|1.00 EA|$99.99|$4.37|$104.36|3 y/ Avg. /8 y|-$39.14|$65.22|$0.00|$39.14|13
197|Andrew Marc, Women Parka Coat with Fur Hood|1.00 EA|$99.00|$4.33|$103.33|3 y/ Avg. /8 y|-$38.75|$64.58|$0.00|$38.75|13
198|Davek, Black Label Umbrella|2.00 EA|$178.00|$14.91|$192.91|3 y/ Avg. /20 y|-$28.94|$163.97|$0.00|$28.94|13
199|Utex, Women Raincoat|1.00 EA|$89.00|$3.89|$92.89|3 y/ Avg. /8 y|-$34.84|$58.05|$0.00|$34.84|13
200|Docker, Men's Leather Boat Shoes|1.00 EA|$84.99|$3.72|$88.71|4y/Avg./3y|-$70.97|$17.74|$0.00|$70.97|13
201|Ralph Lauren, Jean Cap|1.00 EA|$58.00|$2.54|$60.54|3.5y/Avg./8y|-$26.49|$34.05|$0.00|$26.49|13
202|New Era MLB, Cap-Yankees (Black & Navy)|1.00 EA|$52.95|$2.32|$55.27|3.08y/Avg./8y|-$21.28|$33.99|$0.00|$21.28|13
203|Begale (3), Stackable Storage Bin (2)|1.00 EA|$45.55|$3.81|$49.36|3 y/ Avg. /10 y|-$14.81|$34.55|$0.00|$14.81|13
204|Lids, Cap Storage Bags: 30 capcity|1.00 EA|$35.99|$3.01|$39.00|3 y/ Avg. /10 y|-$11.70|$27.30|$0.00|$11.70|13
205|Sportsman, Cotton White Cargo Har|1.00 EA|$31.99|$1.40|$33.39|3.5y/ Avg. /8y|-$14.61|$18.78|$0.00|$14.61|13
206|Ossur, Form Fit Foot barace|1.00 EA|$31.99|$0.00|$31.99|3.5 y/ Avg. /10 y|-$11.20|$20.79|$0.00|$11.20|13
207|Home IT, Wooden Hanger (20)|1.00 EA|$29.99|$2.51|$32.50|3.5 y/ Avg. /10 y|-$11.38|$21.12|$0.00|$11.38|13
208|Adidas Trucker Hat|1.00 EA|$28.00|$1.23|$29.23|3.08y/Avg./8y|-$11.25|$17.98|$0.00|$11.25|13
209|Sunolga, Door Draft Stopper: 38 inch|1.00 EA|$26.99|$2.26|$29.25|3.5 y/ Avg. /10 y|-$10.24|$19.01|$0.00|$10.24|13
210|Satyam, Signed Visor|1.00 EA|$24.99|$1.09|$26.08|3.08y/Avg./8y|-$10.04|$16.04|$0.00|$10.04|13
211|Driono, Women Wide Brim Hat|2.00 EA|$41.98|$1.84|$43.82|2y/Avg./8y|-$10.96|$32.86|$0.00|$10.96|13
212|various brands, Umbrella|5.00 EA|$99.95|$8.37|$108.32|4y/Avg./20y|-$21.66|$86.66|$0.00|$21.66|14
213|Jezero, Multipurpose Milk Carte|1.00 EA|$19.99|$1.67|$21.66|3 y/ Avg. /20 y|-$3.25|$18.41|$0.00|$3.25|14
214|Generic, Winter Scarves (various material and colors)|10.00 EA|$199.90|$8.75|$208.65|3.75y/Avg./8y|-$97.80|$110.85|$0.00|$97.80|14
215|Ihuan, Winter Gloves (various material and colors)|10.00 EA|$199.90|$8.75|$208.65|3.5y/ Avg. /8 y|-$91.29|$117.36|$0.00|$91.29|14
216|various brands, Cloth Visor|4.00 EA|$39.96|$1.75|$41.71|4y/Avg./8y|-$20.86|$20.85|$0.00|$20.86|14
217|various brands, Base Ball Cap|21.00 EA|$209.79|$9.18|$218.97|4y/Avg./8y|-$109.49|$109.48|$0.00|$109.49|14
218|Falari, Baseball Cap (various material and colors)|12.00 EA|$119.88|$5.24|$125.12|5y/Avg./8y|-$78.21|$46.91|$0.00|$78.21|14
219|Kawai, Kawai Piano, Model GX-1 Polished Ebony, 2013|1.00 EA|$19,000.00|$1,591.25|$20,591.25|10y/ Avg. /20 y|-$10,295.63|$10,295.62|$0.00|$10,295.63|1
220|Winston Porter, Noletta Wool Floral Rug 6ft X 9ft Beige Floral|1.00 EA|$7,171.00|$600.57|$7,771.57|8 y/ Avg. /10 y|-$6,217.26|$1,554.31|$0.00|$6,217.26|1
221|Chairish, English Georgian Style Red and Gold Damask Loveseat|1.00 EA|$3,800.00|$318.25|$4,118.25|9.5 y/ Avg. /10 y|-$3,294.60|$823.65|$0.00|$3,294.60|1
222|D Z Road, Spruce DZ Strad Violin model 609 full size 4/4|1.00 EA|$2,400.00|$201.00|$2,601.00|8 y/ Avg. /20 y|-$1,040.40|$1,560.60|$0.00|$1,040.40|1
223|Fender, Stratocaster Electric Guitar- Daphne Blue (Limited Edition)|1.00 EA|$1,259.99|$105.52|$1,365.51|8y/Avg./20y|-$546.21|$819.30|$0.00|$546.21|1
224|Fender, American Professional II Stratocaster Maple Fingerboard Electric Guitar Black|1.00 EA|$1,749.99|$146.56|$1,896.55|8 y/ Avg. /20 y|-$758.62|$1,137.93|$0.00|$758.62|1
225|Celuce, Window Treatment - Customized Red and Gold Swag Set|2.00 EA|$1,798.00|$150.58|$1,948.58|8 y/ Avg. /10 y|-$1,558.86|$389.72|$0.00|$1,558.86|1
226|Oilpaintings. Oil Painting on||||||||||1
227|Chairish, Century Furniture Solid Oak Rustic Country French Cane Back Dining Arm Chair (Antique Chairish.com|3.00 EA|$1,200.00|$100.50|$1,300.50|6.17 y/ Avg./10y|-$802.41|$498.09|$0.00|$802.41|1
228|Oilpaintings com, Antique Gold||||||||||1
229|Yamaha, Yamaha ACIR Acoustic- Electric Guitar Verified, Guitar Center|1.00 EA|$679.00|$56.87|$735.87|3.5 y/ Avg./20 y|-$128.78|$607.09|$0.00|$128.78|1
230|Aspire, LP LPA646 Aspire Conga Set With Double Stand Dark Wood|1.00 EA|$669.99|$56.11|$726.10|3.5 y/ Avg./20 y|-$127.07|$599.03|$0.00|$127.07|1
231|Singer Showroom LLC, Bradburn Emperor's Temple Lamp Verified, Singer Showroom|1.00 EA|$567.00|$47.49|$614.49|6y/Avg./10y|-$368.69|$245.80|$0.00|$368.69|17
232|Roland, KC 80 Channel, Mixing Keyboard Amplifier|1.00 EA|$504.99|$42.29|$547.28|2.5 y/ Avg. /10 y|-$136.82|$410.46|$0.00|$136.82|17
233|Bobelock, Bobelock Corregidor Violin Case Verified, GreatViolinCases.com|1.00 EA|$497.00|$41.62|$538.62|5y/Avg./5y|-$430.90|$107.72|$0.00|$430.90|17
234|Limiyer, Oil Painitng: Landscape 24in X 36in|1.00 EA|$445.00|$37.27|$482.27|5y/Avg./0y|-$0.00|$482.27|$0.00|$0.00|17
235|Lark In The Morning, Keyless Irish Flute With Polymer Headjoint|1.00 EA|$395.00|$33.08|$428.08|2y/Avg./20y|-$42.81|$385.27|$0.00|$42.81|17
236|Lite Source, Henley Torch Lamp Verified, Macy's|1.00 EA|$369.00|$30.90|$399.90|6y/Avg./10y|-$239.94|$159.96|$0.00|$239.94|17
237|Bam Cases, Bam Classic Violin Case|1.00 EA|$332.00|$27.81|$359.81|5y/Avg./5y|-$287.85|$71.96|$0.00|$287.85|17
238|Dean, Acousti/Electric Bass Classic Black|1.00 EA|$329.00|$27.55|$356.55|5.5 y/ Avg./20 y|-$98.06|$258.49|$0.00|$98.06|17
239|woodcraftria, Wooden Ottoman|1.00 EA|$300.00|$25.13|$325.13|2.5 y/ Avg. /10 y|-$81.28|$243.85|$0.00|$81.28|17
240|Gator, Gator ProGo Acoustic-Electric Guitar Double Gig Bag|1.00 EA|$299.00|$25.04|$324.04|5y/Avg./20y|-$81.01|$243.03|$0.00|$81.01|17
241|241 vacheronzz, Framed Antique Chinese Traditional Dress|1.00 EA|$280.00|$23.45|$303.45|3 y/ Avg. /8 y|-$113.79|$189.66|$0.00|$113.79|17
242|Tama, Drum trone- Tama (Round Rider XL Black)|1.00 EA|$269.99|$22.61|$292.60|4.5y/Avg./20y|-$65.84|$226.76|$0.00|$65.84|17
243|Rugendary, Piano Keys Rug, Black and Gold Music Carpet 3.3x5 ft (100x150cm)|1.00 EA|$224.40|$18.79|$243.19|8 y/ Avg. /10 y|-$194.55|$48.64|$0.00|$194.55|17
244|Sound Of Mountain Music, CONCERT LEVEL BAKED CHINESE YUNNAN FREE REED GOURD & BAMBOO FLUTE HULU|1.00 EA|$222.00|$18.59|$240.59|5 y/ Avg. /20 y|-$60.15|$180.44|$0.00|$60.15|17
245|MisterCollector, Vintage Brass Faux Tusk and Black|1.00 EA|$189.00|$15.83|$204.83|3.5 y/ Avg. /20 y|-$35.85|$168.98|$0.00|$35.85|17
246|On-Stage, Deluxe Piano Bench With Storage Compartment|1.00 EA|$133.95|$11.22|$145.17|8 y/ Avg. /10 y|-$116.14|$29.03|$0.00|$116.14|17
247|Hal Leonard, Essential Elements 2000 for Strings Plus Dvd|1.00 EA|$114.35|$9.58|$123.93|2y/Avg./1y|-$30.99|$92.94|$0.00|$30.99|17
248|various vendors, Developed Photo Allowance|1.00 EA|$100.00|$8.38|$108.38|4y/Avg./10y|-$43.35|$65.03|$0.00|$43.35|17
249|Kala, Mahogany Ukulele|1.00 EA|$99.00|$8.29|$107.29|6y/Avg./20y|-$32.19|$75.10|$0.00|$32.19|17
250|Usborne Pub Ltd, More Easy Piano Classics- Soft Cover|1.00 EA|$97.91|$8.20|$106.11|5y/Avg./ly|-$53.06|$53.05|$0.00|$53.06|17
251|Matrix, MR500 Matrix Metronome|1.00 EA|$64.99|$5.44|$70.43|5y/Avg./5y|-$56.34|$14.09|$0.00|$56.34|1
252|KONIG & MEYER, K&M Topline Folding Music Stand|1.00 EA|$63.99|$5.36|$69.35|6y/Avg./20y|-$20.81|$48.54|$0.00|$20.81|1
253|Slickblue, 58" Round Tablecloth|1.00 EA|$62.99|$5.28|$68.27|8 y/ Avg. /5 y|-$54.61|$13.66|$0.00|$54.61|1
254|Korg, Korg CA1 Chromatic Guitar And Bass Tuner, Black|1.00 EA|$43.86|$3.67|$47.53|5y/Avg./5y|-$38.03|$9.50|$0.00|$38.03|1
255|First Act, First Act Discovery Natural Acoustic Guitar|1.00 EA|$43.49|$3.64|$47.13|5 y/ Avg. /20 y|-$11.78|$35.35|$0.00|$11.78|1
256|Lawrence Frames, Black Wood Picture Frame- Gallery Collection- 5"x 7"|1.00 EA|$37.00|$3.10|$40.10|6y/Avg./10y|-$24.06|$16.04|$0.00|$24.06|1
257|D'Addario, Beatles Guitar Strap|1.00 EA|$35.99|$3.01|$39.00|5 y/ Avg. /20 y|-$9.75|$29.25|$0.00|$9.75|1
258|Hal Leonard, The Lion King (Choral Highlights from the Broadway Musical)|1.00 EA|$32.99|$2.76|$35.75|5y/Avg./1y|-$17.88|$17.87|$0.00|$17.88|1
259|Fox Valley Traders, Music Notes Tote Bag|1.00 EA|$30.29|$2.54|$32.83|5y/Avg./4y|-$26.26|$6.57|$0.00|$26.26|1
260|Kuppmen, Kuppmen Carbon Fiber Drumsticks Black, 5A, Pair|1.00 EA|$29.99|$2.51|$32.50|5 y/ Avg. /20 y|-$8.13|$24.37|$0.00|$8.13|1
261|Carl Fischer Music Publisher, Scale System Carl Flesch- Soft Cover|1.00 EA|$29.99|$2.51|$32.50|5y/Avg./ly|-$16.26|$16.24|$0.00|$16.26|1
262|MTI - Hal Leonard, Admit One Roald Dahl's Willy Wonka Junior Student Book (MTI'S BROADWAY JR. C|1.00 EA|$27.57|$2.31|$29.88|6y/Avg./ly|-$14.95|$14.93|$0.00|$14.95|1
263|Alfred Music, Pathways of Song, Volume 2 High Voice Book & CD|1.00 EA|$26.99|$2.26|$29.25|5y/Avg./ly|-$14.63|$14.62|$0.00|$14.63|1
264|Hal Leonard, High School Musical: Vocal Selections (Piano / Vocal / Guitar) Soft Cover|1.00 EA|$24.99|$2.09|$27.08|5y/Avg./1y|-$13.55|$13.53|$0.00|$13.55|1
265|Dover Publications, The American Song Treasury by Theodore Raph Soft Cover|1.00 EA|$24.95|$2.09|$27.04|5y/Avg./1y|-$13.53|$13.51|$0.00|$13.53|1
266|Kjos Music Company, Piano for the Young Beginner: Primer B (Bastien Piano Basics) Softcover -|1.00 EA|$24.84|$2.08|$26.92|5y/Avg./ly|-$13.46|$13.46|$0.00|$13.46|1
267|Hinkler Books Pty Ltd, Electric Guitar Book & DVD by Simon Croft (Author)|1.00 EA|$23.44|$1.96|$25.40|6y/Avg./ly|-$6.35|$19.05|$0.00|$6.35|1
268|Hal Leonard, Hal Leonard Guitar Method Book 1 by Will Schmid (Author), Greg Koch (Author) P|1.00 EA|$22.99|$1.93|$24.92|5y/Avg./ly|-$12.47|$12.45|$0.00|$12.47|1
269|Addario, Red Label Violin String Set|1.00 EA|$22.10|$1.85|$23.95|5 y/ Avg. /20 y|-$5.99|$17.96|$0.00|$5.99|1
270|Price Stern Sloan, Wee Sing Silly Songs with Book Paperback ^The amount of RC Benefits remaining and/or paid is subject to policy limitations.|1.00 EA|$22.00|$1.84|$23.84|10y/Avg./1y|-$11.92|$11.92|$0.00|$11.92|1
271|G. Schirmer, Inc., Schirmer's Library of Musical Classics: 24 Italian Songs & Arias of the 17th|1.00 EA|$18.99|$1.59|$20.58|5y/Avg./ly|-$10.30|$10.28|$0.00|$10.30|19
272|Amazon, Wedding- Cover Song- (No Much Information)|1.00 EA|$18.50|$1.55|$20.05|5y/Avg./ly|-$10.03|$10.02|$0.00|$10.03|19
273|Edc Pub, First Book of the Keyboard - by J. C. Miles- Paperback|1.00 EA|$18.05|$1.51|$19.56|5y/Avg./1y|-$9.79|$9.77|$0.00|$9.79|19
274|Vic Firth, Vic Firth American Classic 5A Wood Tip Drumsticks|4.00 EA|$71.20|$5.96|$77.16|5 y/ Avg. /20 y|-$19.29|$57.87|$0.00|$19.29|19
275|Alfred Music, Alfred's Basic Piano Chord Approach Lesson Book, Bk 1: A Piano Method for the Lat|1.00 EA|$16.71|$1.40|$18.11|5 y/ Avg. / y|-$9.06|$9.05|$0.00|$9.06|19
276|Alfred Music, Alfred's Basic Piano Library: Alfred's Basic Piano Library Lesson Book, Bk 2 (Pap|1.00 EA|$15.63|$1.31|$16.94|5y/Avg./1y|-$8.48|$8.46|$0.00|$8.48|19
277|Alfred Music, Suzuki Violin School: Violin Part, Vol. 5 by Shinichi Suzuki Soft Cover|1.00 EA|$14.99|$1.26|$16.25|5y/Avg./1y|-$8.13|$8.12|$0.00|$8.13|19
278|Alfred Music, 2003 Pop Music Hits Paperback by Dan Coates (Arranger)|1.00 EA|$13.95|$1.17|$15.12|5y/Avg./1y|-$7.57|$7.55|$0.00|$7.57|19
279|Price Stern Sloan, Wee Sing Games, Games, Games by Susan Hagen Nipp and Pamela Conn Beall P|1.00 EA|$12.99|$1.09|$14.08|5y/Avg./1y|-$7.05|$7.03|$0.00|$7.05|19
280|DK Publishing (Dorling Kindersley), My First Music Book- Paperback by Helen Drew|1.00 EA|$12.95|$1.08|$14.03|5y/Avg./ly|-$7.02|$7.01|$0.00|$7.02|19
281|Educational Development Corporation, The Usborne First Book of Music (Paperback) llustrated by|1.00 EA|$12.80|$1.07|$13.87|5y/Avg./ly|-$6.94|$6.93|$0.00|$6.94|19
282|General Words & Music, Piano Literature Volume 3- Bastien James Bastien|1.00 EA|$12.57|$1.05|$13.62|5.5y/ Avg. /ly|-$6.82|$6.80|$0.00|$6.82|19
283|Yamaha, The Yamaha Guitar Quickstart DVD|1.00 EA|$11.99|$1.00|$12.99|4y/Avg./ly|-$3.25|$9.74|$0.00|$3.25|19
284|Hal Leonard, 10 Top Hits for Easy Piano|1.00 EA|$11.99|$1.00|$12.99|5y/Avg./1y|-$6.50|$6.49|$0.00|$6.50|19
285|Kjos Music Company, That's Jazz Book Getting Into It by Bradley Sowash Soft Cover|1.00 EA|$11.95|$1.00|$12.95|5y/Avg./ly|-$6.48|$6.47|$0.00|$6.48|19
286|Hal Leonard, Piano Adventures Level 2A by Nancy Faber, Randall Soft Cover|1.00 EA|$10.99|$0.92|$11.91|5y/Avg./ly|-$5.96|$5.95|$0.00|$5.96|19
287|Kjos Music Company, Piano for the Young Beginner Primer A James Bastien Soft Cover|1.00 EA|$10.95|$0.92|$11.87|5y/Avg./ly|-$5.94|$5.93|$0.00|$5.94|19
288|Alfred Music, Recital Book Level 2 Piano- de Willard A. Palmer (Author), Morton Manus (Autho|1.00 EA|$9.99|$0.84|$10.83|5y/Avg./ly|-$5.42|$5.41|$0.00|$5.42|19
289|Alfred Music, Piano Recital Book, Level 3- by Willard A. Palmer (Author), Morton Manus (Auth|1.00 EA|$9.99|$0.84|$10.83|5y/Avg./ly|-$5.42|$5.41|$0.00|$5.42|20
290|Hal Leonard, Piano Adventures Lesson Book Level 3A by Nancy Faber (Composer), Randall Faber|1.00 EA|$8.99|$0.75|$9.74|5y/Avg./1y|-$4.88|$4.86|$0.00|$4.88|20
291|Alfred Music, Solo Time for Strings, Book 2: Paperback by Forest Etling (Author)|1.00 EA|$8.99|$0.75|$9.74|5y/Avg./ly|-$4.88|$4.86|$0.00|$4.88|20
292|Alfred Music, Solo Time for Strings, Book 3: Violin Paperback by Forest Etling (Author)|1.00 EA|$8.99|$0.75|$9.74|9 y/ Avg. / y|-$4.88|$4.86|$0.00|$4.88|20
293|Faber Piano Adventures, Fun Time Popular Piano - Level 3A-3B Softcover- by Nancy Faber (Arrang|1.00 EA|$8.55|$0.72|$9.27|5y/Avg./ly|-$4.64|$4.63|$0.00|$4.64|20
294|Hal Leonard, Essential Elements for Strings: Violin Book One Paperback - by Michael Allen (Auth|1.00 EA|$7.99|$0.67|$8.66|5y/Avg./ly|-$4.34|$4.32|$0.00|$4.34|20
295|Neil A. Kjos Music Co., 25 EASY AND PROGRESSIVE STUDIES FOR THE PIANO By Johann Friedrich|1.00 EA|$7.98|$0.67|$8.65|5y/Avg./1y|-$4.33|$4.32|$0.00|$4.33|20
296|Mel Bay Publications, The New Mel Bay Modern Guitar Method, Grade 1-7 Paperback Melbourne Ea|1.00 EA|$6.78|$0.57|$7.35|5y/Avg./1y|-$3.68|$3.67|$0.00|$3.68|20
297|Price Stern Sloan, Wee Sing and Play Book (Paperback) Author: Beall, Pamela Conn; Nipp, Susan H|1.00 EA|$6.57|$0.55|$7.12|5y/Avg./ly|-$3.57|$3.55|$0.00|$3.57|20
298|Price Stern Sloan, Wee Sing In The Car Book Soft Cover- by Pamela Conn Beall|1.00 EA|$6.42|$0.54|$6.96|6y/Avg./1y|-$3.48|$3.48|$0.00|$3.48|20
299|Price Stern Sloan, Wee Sing More Bible Songs Book (Wee Sing (Paperback)|2.00 EA|$8.90|$0.75|$9.65|9 y/ Avg. / y|-$4.83|$4.82|$0.00|$4.83|20
300|Benina, Sewing Machine|1.00 EA|$1,499.00|$125.54|$1,624.54|6y/Avg./20y|-$487.36|$1,137.18|$0.00|$487.36|20
301|CHANGHE, Tile-escalating Electric Mahjong Table|1.00 EA|$1,288.00|$107.87|$1,395.87|4.5y/Avg./10y|-$628.14|$767.73|$0.00|$628.14|20
302|Dell, Laptop: Dell Latitude 5310|1.00 EA|$1,079.00|$90.37|$1,169.37|5y/Avg./4.5y|-$935.50|$233.87|$0.00|$935.50|20
303|Crate & Barrel, Panos 94" Dining Table|1.00 EA|$1,299.00|$108.79|$1,407.79|6y/Avg./20y|-$422.34|$985.45|$0.00|$422.34|21
304|Singer, Sewing Machine|1.00 EA|$379.99|$31.82|$411.81|4y/Avg./20y|-$82.36|$329.45|$0.00|$82.36|21
305|Wood Designs, Contender 16 Compartment Cubby|4.00 EA|$2,411.96|$202.00|$2,613.96|5.5 y/ Avg. /10 y|-$1,437.68|$1,176.28|$0.00|$1,437.68|21
306|Mizerak, Dynasty space saver 6.7' Pool Table|1.00 EA|$799.99|$67.00|$866.99|6y/Avg./14y|-$371.56|$495.43|$0.00|$371.56|21
307|Acer, Laptop: Aspire V5-121 Verified, Best Buy|1.00 EA|$619.99|$51.92|$671.91|7 y/ Avg. /4.5 y|-$537.53|$134.38|$0.00|$537.53|21
308|various vendors, Developed Photo Allowance|1.00 EA|$300.00|$25.13|$325.13|4y/Avg./10y|-$130.05|$195.08|$0.00|$130.05|21
309|Crate & Barrel, Round Back Dining Chair|8.00 EA|$3,192.00|$267.33|$3,459.33|4y/Avg./10y|-$1,383.73|$2,075.60|$0.00|$1,383.73|21
310|Generic, Wooden Dog Crate End Table|1.00 EA|$399.00|$33.42|$432.42|4.75 y/ Avg. /20 y|-$102.70|$329.72|$0.00|$102.70|21
311|311.ASUS, Laptop: Asus X200MA-|1.00 EA|$350.00|$29.31|$379.31|6y/Avg./4.5y|-$303.45|$75.86|$0.00|$303.45|21
312|Precious Moments, Make A Joyful Noise Figurine (vintage)|1.00 EA|$45.00|$3.77|$48.77|6y/Avg./ly|-$4.88|$43.89|$0.00|$4.88|21
313|Staples, Ergonomic Swivel Task Chair|1.00 EA|$299.99|$25.12|$325.11|3.5 y/ Avg. /10 y|-$113.79|$211.32|$0.00|$113.79|21
314|The Morcccan Room, Handmade Porcelain Chinese Decorative Gold Rim Plate|4.00 EA|$1,184.00|$99.16|$1,283.16|5 y/ Avg. /10 y|-$641.58|$641.58|$0.00|$641.58|21
315|Lark Manor, Bookcase|1.00 EA|$249.99|$20.94|$270.93|2y/Avg./20y|-$27.09|$243.84|$0.00|$27.09|21
316|Black Belt Home Decore, Window Treatment: Custom Box Valance|4.00 EA|$960.00|$80.40|$1,040.40|6y/Avg./10y|-$624.24|$416.16|$0.00|$624.24|21
317|Waverly, Waverly Inspirations Book|1.00 EA|$240.00|$20.10|$260.10|6y/Avg./ly|-$130.05|$130.05|$0.00|$130.05|21
318|Rosemary Lane, Canvas Tree Framed Wall Art|1.00 EA|$238.00|$19.93|$257.93|5 y/ Avg. /10 y|-$128.97|$128.96|$0.00|$128.97|21
319|LGLittle Treasures, 90's Vintage Minnie Mouse Disney Original Phone|1.00 EA|$199.99|$16.75|$216.74|5.5y/ Avg. /2y|-$173.39|$43.35|$0.00|$173.39|21
320|Aramith, Billiard Balls Set|1.00 EA|$198.99|$16.67|$215.66|6y/Avg./10y|-$129.39|$86.27|$0.00|$129.39|21
321|Asus, Monitor|1.00 EA|$169.00|$14.15|$183.15|2y/Avg./4.5y|-$81.40|$101.75|$0.00|$81.40|21
322|Microsoft, Desktop designer bluetooth Keyboard|1.00 EA|$149.99|$12.56|$162.55|2y/Avg./10y|-$32.51|$130.04|$0.00|$32.51|21
323|DISNEY, MICKEY & FRIENDS MANTLE QUARTZ CLOCK|1.00 EA|$140.00|$11.73|$151.73|7.5 y/ Avg. /20 y|-$56.90|$94.83|$0.00|$56.90|21
324|Clark, Knitting Needle Set|1.00 EA|$130.01|$10.89|$140.90|4y/Avg./20y|-$28.18|$112.72|$0.00|$28.18|22
325|Forever Rose, Gold Plated Rose Flower|1.00 EA|$128.95|$10.80|$139.75|4.5y/Avg./10y|-$62.89|$76.86|$0.00|$62.89|22
326|326, Lifetime, Contoured Folding Chair 4pk|4.00 EA|$479.92|$40.19|$520.11|4.5 y/ Avg. /10 y|-$234.05|$286.06|$0.00|$234.05|22
327|Everything Mary, Sewing Machine Case|1.00 EA|$114.99|$9.63|$124.62|2.5 y/ Avg./20 y|-$15.57|$109.05|$0.00|$15.57|22
328|DJFKDYHPE, Pot for Induction Cooker|1.00 EA|$106.69|$8.94|$115.63|2 y/ Avg. /10 y|-$23.13|$92.50|$0.00|$23.13|22
